,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,Totals,,,,,,,,,,,,,,,,
263,Seton Hall,31,16,15,0.516,7.95,7.56,,6,12,,10,5,,3,9,,68.4,68,,40.3,23.7,56.3,0.421,6.87,19.6,0.35,14.1,21.4,0.657,12.6,36.2,12.4,5.97,4.1,12.4,19.2
264,Siena,31,11,20,0.355,-6.93,-2.9,,7,13,,6,9,,5,10,,69.8,73.8,,40.2,24.1,56,0.431,4.9,14.8,0.332,16.6,23.5,0.71,12.7,33,13.3,7.52,3.58,12.5,20.9
265,South Alabama,33,12,21,0.364,-9.46,-3.04,,9,11,,7,8,,4,12,,68.9,73.9,,40.5,23.1,54.9,0.42,6.48,19.4,0.334,16.3,23.2,0.703,10.9,35.6,10.7,4.76,3.67,14.4,17.8
266,South Carolina,33,17,16,0.515,10.55,8.24,,6,12,,10,6,,3,7,,65,62,,40,22.3,55.1,0.404,5.45,18.2,0.301,15,20.4,0.737,12.3,35.7,13.2,6.3,4.03,12.8,19.2
267,South Carolina State,33,11,22,0.333,-17.37,-7.46,,7,9,,6,5,,4,14,,59.5,66.8,,40.2,21.4,55.9,0.382,5.58,18.4,0.303,11.2,18.5,0.603,11.9,34.6,10.9,6.06,3.06,12.5,17.5
268,South Carolina Upstate,36,24,12,0.667,-2.28,-7.5,,8,6,,14,5,,9,7,,71.6,61.1,,40,26.1,59,0.442,8.06,24,0.336,11.5,17.5,0.655,13.4,38.1,14.8,7.86,3.17,10.8,16.3
269,South Dakota,33,17,16,0.515,-4.9,-3.48,,9,7,,8,6,,8,7,,70,70.1,,40.9,24.6,58.3,0.422,6.42,17.8,0.36,14.4,19.7,0.731,11.6,35.4,11.8,5.58,2.42,11.3,18.3
270,South Dakota State,35,24,11,0.686,3.32,-3.23,,12,4,,13,0,,7,9,,73.5,65.1,,40.3,24.8,54.8,0.452,8,20.9,0.383,15.9,22.3,0.713,9.63,35.8,12.2,5.46,3.69,11.4,19.7
271,South Florida,32,9,23,0.281,-4.96,2.56,,3,15,,8,9,,1,13,,61.6,68.4,,40.5,23.3,53.8,0.433,4.25,14,0.304,10.8,17.4,0.619,10.7,33.9,11.3,5.75,4.88,13.6,19
272,Southeast Missouri State,30,13,17,0.433,-5.23,-3.73,,7,9,,9,5,,4,9,,69.6,68.8,,40.2,24.7,56.2,0.44,6.3,18.4,0.342,13.8,20.7,0.667,11.5,35,12.6,7.27,4.4,13.1,19.9
273,Southeastern Louisiana,32,9,23,0.281,-10.97,-6.14,,6,12,,6,6,,3,16,,68.3,72.6,,40.5,25.2,55,0.459,5.78,18.5,0.313,12.1,18.2,0.665,9.72,33.4,12.2,6.06,3.5,15.4,18.4
274,Southern,35,18,17,0.514,-9.95,-8.23,,13,5,,9,4,,7,10,,64.5,63.6,,40.3,22.9,54.1,0.423,4.29,13.8,0.31,14.5,22.1,0.654,11.5,36.1,10.3,6.86,4.14,13.2,20.1
275,Southern California,32,12,20,0.375,2.15,6.15,,3,15,,8,8,,2,9,,67,71,,40.6,24.6,58.2,0.422,5.31,16.2,0.329,12.5,19.7,0.634,11.4,35.9,12.4,6.5,4.16,13.9,17.7
276,Southern Illinois,33,12,21,0.364,-3.48,-0.6,,4,14,,8,7,,2,12,,59.6,61.9,,40,20.6,49.3,0.419,4.18,12.7,0.33,14.2,20.2,0.702,9.91,31.1,8.3,6.7,2.18,12.8,18.3
277,SIU Edwardsville,28,12,16,0.429,-7.28,-4.54,,8,8,,11,3,,1,12,,68.2,67.3,,40.2,23.6,54.7,0.431,7.07,18.6,0.38,14,20.7,0.675,10.4,34.6,12.3,6.36,4.29,13.4,18.5
278,Southern Methodist ,34,27,7,0.794,12.94,3.57,,15,3,,16,2,,8,4,,69.1,59.8,,40.1,24.5,51.5,0.475,4.26,11.8,0.363,15.9,22.6,0.703,11.4,36.6,15.4,6.97,4.29,12.5,16.2
279,Southern Mississippi,29,9,20,0.31,-10.03,-0.06,,4,14,,8,7,,1,13,,60.1,68.2,,40.3,21.3,49.6,0.43,6.31,19.1,0.33,11.1,17.8,0.627,8.55,29.8,12.1,6.14,2.17,14.1,15.5
280,Southern Utah,29,10,19,0.345,-11.98,-5.48,,7,11,,5,7,,4,11,,69.3,74,,40.3,24.1,53,0.455,7.24,18.5,0.391,13.8,20.7,0.669,7.52,31.7,11.9,4.97,3.72,13.6,22.4
281,St. Bonaventure,31,18,13,0.581,3.93,1.34,,10,8,,8,6,,7,6,,67.3,64.7,,40.3,23.6,55.6,0.425,5.1,16.2,0.314,14.9,21.1,0.706,12.4,37.2,12.4,6.65,4.81,12.4,17.3
282,St. Francis (NY),35,23,12,0.657,-2.14,-6.2,,15,3,,12,4,,9,7,,69.1,64.6,,40.4,23.9,57.3,0.417,5.57,18.9,0.295,15.7,23.1,0.679,14.9,38.9,12.3,6.63,4.91,13.1,18.4
283,St. John's (NY) ,33,21,12,0.636,11.85,9.04,,10,8,,16,4,,4,6,,71,67.9,,40.2,25.3,57.3,0.442,6,17.2,0.348,14.4,20.8,0.691,10.2,35.3,12.4,7.45,6.36,10.7,17.8
284,Stanford,37,24,13,0.649,12.33,7.33,,9,9,,16,3,,4,8,,72.3,67.3,,40.7,24.5,56.5,0.435,6.65,17.6,0.378,16.6,22.9,0.726,11.6,36.8,11.8,5.51,2.76,10.8,19.1
285,Stephen F. Austin ,34,29,5,0.853,8.61,-4.2,,17,1,,15,1,,10,3,,78.6,64.4,,40.1,26.8,55,0.487,7.71,20.4,0.379,17.3,23.5,0.736,12.1,34.6,17.5,7.62,3.53,14,21.6
286,Stetson,31,9,22,0.29,-16.22,-6.68,,3,11,,7,7,,1,15,,66.6,73.9,,40,24,55.4,0.433,6.23,18.9,0.329,12.4,18.8,0.657,9.58,33.6,12.5,4.48,3.32,12.4,17.5
287,Stony Brook,35,23,12,0.657,-0.03,-4.03,,12,4,,13,2,,9,10,,65.4,60.1,,40.1,23.9,57.1,0.418,5.46,16.5,0.332,12.3,18.5,0.663,13.9,39.9,12,5.14,4.2,11.9,16.5
288,Syracuse,31,18,13,0.581,11.91,7.68,,9,9,,13,5,,4,7,,67.6,63.4,,40.3,24.6,57.3,0.43,5,16.6,0.301,13.4,20.3,0.66,12,36.6,15.1,8.32,5.06,11.9,15.2
289,TCU,33,18,15,0.545,11.1,5.32,,4,14,,13,6,,2,8,,68.2,62.4,,40.3,24,54.8,0.437,4.55,13.9,0.327,15.7,25.5,0.615,13.5,36.8,13.2,6.27,5.33,12,20.6
290,Temple,37,26,11,0.703,8.2,3.52,,13,5,,17,2,,7,5,,65.8,61.2,,40.1,22.5,58.1,0.388,6.35,20.9,0.304,14.5,20.7,0.699,12.2,38.1,12.4,6.86,4.46,9.51,17.1
291,Tennessee,32,16,16,0.5,7.23,8.16,,7,11,,9,7,,5,5,,63.3,64.2,,40.2,22.7,53.3,0.425,6.06,18.3,0.331,11.9,17.2,0.691,12.4,32.5,10.9,7.72,3.38,12.1,19.5
292,Tennessee State,31,5,26,0.161,-14.93,-2.38,,2,14,,5,8,,0,17,,57.8,68.1,,40,19.7,49.9,0.395,5.48,15.7,0.35,12.9,20.9,0.619,9.58,33,9.48,5.39,3.48,14.4,20.3
293,Tennessee Tech,30,12,18,0.4,-6.49,-3.99,,4,12,,10,4,,2,14,,70.6,69.8,,40.2,25.6,58,0.441,5.63,17.5,0.321,13.8,20.3,0.678,13.2,37,13.2,6.2,3.43,13.7,18.9
294,Tennessee-Martin,34,21,13,0.618,-2.12,-3.9,,10,6,,9,3,,12,9,,70.3,65.4,,40.4,25.1,54.1,0.465,7.88,20,0.394,12.1,17.1,0.708,9.76,34.6,13,5.24,1.85,11.6,14.9
295,Texas ,34,20,14,0.588,16.16,9.07,,8,10,,13,5,,4,7,,67.4,60.3,,40.4,23.4,54,0.433,6.24,18.4,0.339,14.3,19.7,0.724,12.4,39.7,13,3.76,7.79,12.8,16.3
296,Texas A&M,33,21,12,0.636,10.73,5.91,,11,7,,14,4,,5,6,,67.8,62.9,,40.3,24.4,53.9,0.453,5.48,15.8,0.347,13.5,20.5,0.658,11.3,36.3,14.7,5.64,2.94,12.4,18
297,Texas A&M-Corpus Christi,34,20,14,0.588,-5.58,-6.43,,13,5,,10,4,,8,8,,66.6,64.5,,40.1,22,49.4,0.446,4.85,14.7,0.331,17.8,25.9,0.687,9.79,32.4,10.4,6.76,2.68,12.6,20.4
298,Texas Southern ,35,22,13,0.629,-5.98,-6.09,,16,2,,9,1,,10,11,,68.3,68.2,,40.9,23.4,52.6,0.445,5.29,16.4,0.322,16.3,24.6,0.661,11.3,34.1,10.7,6.11,3.11,13,17.4
299,Texas State,31,14,17,0.452,-5.25,-3.36,,7,13,,9,6,,4,10,,61.5,59.8,,40.8,21.4,53.1,0.404,5.13,16.3,0.314,13.5,19.5,0.69,10.2,32.4,11.1,7.23,2.48,12.7,17.6
300,Texas Tech,32,13,19,0.406,3.77,7.2,,3,15,,13,6,,0,10,,60.9,64.3,,40.3,20.4,50.3,0.405,5.28,16.4,0.323,14.9,23.2,0.642,11.7,33.5,11.1,5.84,4.09,13.8,17.4
301,Texas-Rio Grande Valley,31,10,21,0.323,-14.46,-4.68,,4,10,,8,4,,1,15,,62.2,70.3,,40,21.9,51.9,0.421,4.19,14,0.3,14.2,21,0.676,10.4,32.3,13.3,5.52,3.29,13.5,17.5
302,The Citadel,30,11,19,0.367,-12.91,-4.68,,6,12,,8,6,,3,10,,64,68.6,,40.3,21.6,47.9,0.451,6.87,17.2,0.4,14,18.2,0.767,9.03,29.1,13.1,4.7,2.2,13.1,15
303,Toledo,33,20,13,0.606,4.86,0.62,,11,7,,10,4,,9,7,,75.2,71,,40.3,26.2,55.7,0.47,5.91,16.2,0.366,17,22.9,0.742,10.9,36.5,13.1,5.15,3.27,12.3,17.1
304,Towson,32,12,20,0.375,-7.02,-3.8,,5,13,,4,9,,6,10,,63.6,65,,40.6,21.5,52.4,0.411,4.19,13.4,0.312,16.3,24.6,0.663,14.6,39.3,9.06,3.53,3.97,13.2,21
305,Troy,29,10,19,0.345,-8.72,-5.09,,5,15,,5,9,,4,10,,67.1,69.4,,40.3,23.2,54,0.43,6.62,19.9,0.333,14,21.1,0.663,10.9,34,9.34,6.66,2.1,14.1,15.7
306,Tulane,31,15,16,0.484,-1.51,0.32,,6,12,,9,8,,6,5,,63.6,64,,40.8,22.5,54.8,0.411,6.42,19.7,0.326,12.1,18.7,0.649,11.8,34.7,11.3,6.23,2,12.8,17.7
307,Tulsa,34,23,11,0.676,6.66,2.81,,14,4,,13,5,,8,4,,64.4,60.7,,40.3,22.3,53.5,0.416,5.53,17.2,0.321,14.2,21.9,0.649,11,36.6,11,5.82,3.41,11.4,16.9
308,UAB ,36,20,16,0.556,1.94,1.62,,12,6,,13,4,,3,8,,68.8,68.1,,41.1,24.3,56.7,0.428,5.61,16.9,0.333,14.7,19.9,0.738,12.1,36.7,14.3,6.58,5.11,13.4,17.5
309,UC Davis,32,25,7,0.781,2.19,-2.58,,14,2,,14,0,,10,6,,70.7,64.6,,40.5,24.2,49.5,0.49,8.56,19.2,0.447,13.7,18.7,0.734,7.97,31.1,13.3,5.16,1.97,13.3,17.6
310,UC Irvine ,34,21,13,0.618,3.63,0.45,,11,5,,10,3,,6,9,,67.5,62.1,,40.3,25.1,54.4,0.461,6.38,16.4,0.389,10.9,15.9,0.684,9.68,35.2,14.1,5.71,4.94,11.6,17
311,UC Riverside,31,14,17,0.452,-4.65,-1.16,,7,9,,12,3,,2,13,,65.3,66.1,,40.5,22.8,54.5,0.418,6.68,19.5,0.343,13,19.1,0.682,10.9,34.8,12.9,6.71,3.58,13.3,20.2
312,UC Santa Barbara,33,19,14,0.576,3.47,0.98,,11,5,,12,2,,4,10,,68.4,64,,40.8,24.4,55.6,0.439,6.82,18.2,0.374,12.8,17.3,0.736,10.7,34.4,15.2,5.18,3.58,10.9,18.8
313,UCF,30,12,18,0.4,-5.73,0.78,,5,13,,10,8,,2,9,,66,71.8,,41,23.5,54,0.434,6.73,19.2,0.35,12.4,19.2,0.643,10.4,33.2,12.3,5.17,4.27,13,15.7
314,UCLA ,36,22,14,0.611,12.07,8.27,,11,7,,16,1,,2,8,,71.9,68.1,,40.3,25.8,58.3,0.443,6.19,16.8,0.368,14.1,20.8,0.676,12.2,38,13.8,6.61,3.86,11.9,17.9
315,UNC Asheville,31,15,16,0.484,-7.19,-5.65,,10,8,,8,6,,6,10,,72.3,70.4,,40.2,25.2,57.2,0.44,7.52,21,0.357,14.5,20,0.725,11.4,36.1,13.6,7.35,4.65,14.1,19.2
316,UNC Greensboro,33,11,22,0.333,-7.99,-4.36,,6,12,,6,10,,4,9,,69.4,70.8,,40.3,25.4,57.4,0.442,6.55,18.1,0.361,12.1,18.6,0.649,11,34.5,12.1,6.24,3.3,12.5,21.5
317,UNC Wilmington,32,18,14,0.563,-2.53,-1.92,,12,6,,10,2,,7,11,,70,68.8,,40.5,25.3,57.3,0.442,5.06,14.5,0.348,14.3,21.2,0.675,11.2,35.3,11.5,7.63,4.38,12.3,20.7
318,UT Arlington,31,16,15,0.516,-3.59,-2.76,,10,10,,9,5,,7,9,,71.6,71.2,,40.2,25.1,57.2,0.439,6.61,20.9,0.316,14.7,21.9,0.673,11.4,36.9,12.9,6.65,3.45,14.6,21.1
319,Utah ,35,26,9,0.743,20.98,7.42,,13,5,,16,1,,6,5,,71.3,57.1,,40.1,24.3,50.3,0.482,7.54,18.7,0.404,15.3,21.7,0.703,9.2,34.4,14,5.94,5,11.6,16.6
320,Utah State,31,18,13,0.581,2.92,0.28,,11,7,,11,5,,7,7,,66.6,63.6,,40.5,23.3,51.5,0.452,7.52,19.1,0.394,12.5,18.7,0.672,6.94,31.5,14.4,4.81,4.58,10.4,16.3
321,Utah Valley,30,11,19,0.367,-12.72,-4.87,,5,9,,8,5,,3,13,,58.6,64.1,,40,20.5,51.3,0.4,5.63,18.9,0.299,11.9,17.1,0.695,9.9,33,12.9,4.47,2.3,12.8,17.3
322,UTEP,33,22,11,0.667,4.89,-0.51,,13,5,,13,2,,5,7,,69.2,63.8,,40.2,24.2,52,0.466,5.61,15.3,0.366,15.1,22.8,0.661,9.45,34.5,13.7,5.39,4.03,12.3,17.2
323,UTSA,30,14,16,0.467,-3.33,-2.61,,8,10,,7,8,,7,7,,70.7,70.4,,40.2,23.9,56.7,0.422,6.37,19.6,0.325,16.5,23.6,0.699,12.9,35.7,12.3,7.1,2.3,12.3,16.7
324,Valparaiso ,34,28,6,0.824,6.29,-2,,13,3,,15,1,,8,4,,69.6,59.4,,40.1,24.6,54,0.456,6.94,18.2,0.381,13.4,19.9,0.675,11.7,37.5,13,5.97,4.62,12.4,16.6
325,Vanderbilt,35,21,14,0.6,11.89,6.22,,9,9,,15,4,,5,8,,70.6,64.3,,40.6,23.9,50.7,0.472,7.29,18.6,0.392,15.5,21.8,0.708,9.69,33.8,15.5,4.8,5.31,12.9,17.2
326,Vermont,34,20,14,0.588,1.21,-5.52,,12,4,,13,4,,7,10,,67,59.2,,40.3,23.6,50,0.471,5.35,15.1,0.355,14.6,21,0.692,8.06,33.2,13.1,6.35,5.09,13,19.1
327,Villanova ,36,33,3,0.917,23.13,7.55,,16,2,,15,0,,9,2,,76.5,60.9,,40.3,25.4,54.2,0.47,9.06,23.3,0.389,16.6,22.6,0.731,10.3,34.3,15.8,7.72,4.06,10.6,16.6
328,Virginia ,34,30,4,0.882,21.73,7.81,,16,2,,15,1,,11,1,,65.4,51.5,,40.3,23.6,51.7,0.457,5,14.2,0.352,13.1,18.1,0.726,10.5,36.2,12.6,5.47,4.21,9.29,14.2
329,Virginia Commonwealth ,36,26,10,0.722,12.79,6.1,,12,6,,12,4,,8,4,,72.5,65.8,,41,24.9,59.4,0.419,8.14,23.7,0.343,14.6,22.1,0.657,12.3,35.5,12.7,9.5,4.25,10.6,19.2
330,VMI,30,11,19,0.367,-9.85,-3.92,,7,11,,6,7,,4,9,,80.5,80.9,,40.7,27.6,69.1,0.4,11.4,35.9,0.317,13.8,20.2,0.684,14.5,39.3,13.6,8.5,5.9,15,21.5
331,Virginia Tech,33,11,22,0.333,1.29,5.32,,2,16,,9,9,,0,11,,65.3,69.4,,40.3,23.6,52.9,0.446,7.3,18.8,0.389,10.8,16.9,0.64,8.3,29.6,12,4.36,2.94,11.7,18.1
332,Wagner,30,10,20,0.333,-11.47,-4.99,,8,10,,8,5,,2,15,,68.4,73.5,,40.7,24.1,60.1,0.4,5.97,19.1,0.312,14.3,20.5,0.696,14.8,37.1,10.8,6.5,2.63,14,22.7
333,Wake Forest,32,13,19,0.406,4.62,7.68,,5,13,,11,7,,2,10,,69,72.1,,40.5,23.8,56.5,0.421,6.44,19.2,0.336,15,23.5,0.638,11.7,37.5,14.1,6.5,3.84,13.4,18.1
334,Washington,31,16,15,0.516,5.57,4.83,,5,13,,8,7,,3,7,,68.6,67.9,,40.2,24.7,56.4,0.438,6.23,18.7,0.333,13.1,19.1,0.683,10.6,34.9,13.3,4.9,4.94,11.6,17.3
335,Washington State,31,13,18,0.419,0.14,6.08,,7,11,,8,6,,3,9,,70.6,76.5,,40.5,24,55.2,0.434,6.9,20.2,0.342,15.8,21.9,0.72,9.1,33.1,14.6,3.87,3.29,11.8,18.4
336,Weber State,30,13,17,0.433,-7.29,-3.5,,8,10,,8,6,,4,9,,67,68,,40.3,21.4,50.6,0.422,7.23,20.2,0.357,17,22.8,0.748,9.43,33.2,11.9,5.27,4,13.4,18
337,West Virginia ,35,25,10,0.714,15.12,9.29,,11,7,,12,3,,5,5,,72.6,66.8,,40.3,24.9,61.1,0.408,6.49,20.5,0.316,16.3,24.7,0.662,16.4,36.3,14.1,10.7,2.74,12.9,23.5
338,Western Carolina,32,15,17,0.469,-5.83,-3.56,,9,9,,7,5,,6,10,,70.3,71.4,,40.8,25,57.5,0.434,6.16,18,0.342,14.3,20.3,0.7,12.5,35.3,11.7,8.13,4.41,13.6,21
339,Western Illinois,28,8,20,0.286,-13.81,-2.93,,3,13,,8,6,,0,13,,62.4,70.8,,40.2,22.1,55.1,0.401,6.71,19.2,0.35,11.5,16.5,0.698,7.39,32.4,12,5.29,2.39,12.6,17.3
340,Western Kentucky,32,20,12,0.625,1.12,-0.44,,12,6,,13,3,,5,8,,71.4,67.2,,40.5,24.8,57,0.435,7.75,21.4,0.362,14.1,21.6,0.654,11.3,37.2,14.3,5.47,3.31,12.9,18.1
341,Western Michigan,34,20,14,0.588,0.25,0.19,,10,8,,13,3,,5,9,,70.6,69.2,,40.4,24.1,53,0.454,6.94,19.1,0.364,15.5,22.1,0.703,9.94,32.6,12.5,6.47,2.26,11.9,18.1
342,Wichita State ,35,30,5,0.857,15.56,3.68,,17,1,,15,0,,10,2,,70.3,57.4,,40.3,24.6,55.2,0.445,6.83,19.1,0.357,14.3,20.4,0.701,11.9,35.6,13.6,7.14,3.83,9.34,16.8
343,William & Mary,33,20,13,0.606,2.82,-1.15,,12,6,,12,2,,6,10,,73.2,66.9,,40.3,25.3,52.3,0.483,8.88,22.3,0.398,13.7,18.7,0.734,7.52,32.3,14.8,6.18,4.15,11.5,15.5
344,Winthrop,32,19,13,0.594,-3.9,-7.38,,12,6,,11,3,,6,9,,73.6,67.5,,40.6,25.4,56.5,0.449,7.84,21.9,0.359,15,20.8,0.724,10.4,35.2,12.1,7,4.38,12.1,17.9
345,Wisconsin ,40,36,4,0.9,24.61,10.29,,16,2,,15,1,,10,2,,72.5,58.2,,40.3,25.4,52.9,0.479,7.2,19.8,0.365,14.6,19.1,0.763,9.57,33.5,12.6,4.35,3.17,7.4,12.5
346,Wofford ,35,28,7,0.8,2.56,-2.98,,16,2,,13,1,,10,5,,66.6,59.7,,40,23.4,51.5,0.454,6.34,17,0.372,13.5,19.7,0.688,9.26,32.5,13.2,6.51,2.49,10.8,16.8
347,Wright State,31,11,20,0.355,-6.41,-1.14,,3,13,,4,8,,6,10,,64.2,68,,40.3,23.1,52.2,0.442,6.26,18.4,0.34,11.8,16.9,0.697,7.48,29.1,13.1,5.42,2.42,12,19.2
348,Wyoming ,35,25,10,0.714,3.81,-0.04,,11,7,,17,2,,5,7,,61.5,56.4,,40.9,21.3,46.3,0.461,5.97,18.3,0.326,12.8,18.2,0.702,6.17,29.9,14.3,5.46,2.91,11.2,13.7
349,Xavier ,37,23,14,0.622,15.42,9.48,,9,9,,13,3,,5,7,,73.3,67.4,,40.7,25.8,54.4,0.475,6.32,18,0.351,15.3,20.9,0.73,9.84,34.6,16.1,6.03,2.86,12.1,17.9
350,Yale,32,22,10,0.688,3.53,-0.87,,11,4,,9,3,,11,6,,67.6,60.3,,40.6,23.1,52.1,0.444,6.88,18.6,0.37,14.5,20.4,0.711,11.3,35.6,13.7,5.88,3.97,12.7,17.3
351,Youngstown State,32,11,21,0.344,-7.63,-1.73,,2,14,,6,9,,3,12,,71.5,74.8,,40.3,25.2,57.1,0.442,6.5,18.4,0.354,14.5,20.9,0.694,9.84,33,14.1,6,2.09,11.7,18.3